   -0.23318E+01    0.20000E+01    0.20000E-04    0.20000E-04
   -0.23013E+01    0.50000E+01    0.50000E-04    0.70000E-04
   -0.22709E+01    0.16000E+02    0.16000E-03    0.23000E-03
   -0.22404E+01    0.33000E+02    0.33000E-03    0.56000E-03
   -0.22099E+01    0.78000E+02    0.78000E-03    0.13400E-02
   -0.21795E+01    0.17900E+03    0.17900E-02    0.31300E-02
   -0.21490E+01    0.33900E+03    0.33900E-02    0.65200E-02
   -0.21185E+01    0.68900E+03    0.68900E-02    0.13410E-01
   -0.20880E+01    0.13260E+04    0.13260E-01    0.26670E-01
   -0.20576E+01    0.20870E+04    0.20870E-01    0.47540E-01
   -0.20271E+01    0.33570E+04    0.33570E-01    0.81110E-01
   -0.19966E+01    0.51320E+04    0.51320E-01    0.13243E+00
   -0.19662E+01    0.69380E+04    0.69380E-01    0.20181E+00
   -0.19357E+01    0.85290E+04    0.85290E-01    0.28710E+00
   -0.19052E+01    0.10217E+05    0.10217E+00    0.38927E+00
   -0.18747E+01    0.11265E+05    0.11265E+00    0.50192E+00
   -0.18443E+01    0.11214E+05    0.11214E+00    0.61406E+00
   -0.18138E+01    0.10542E+05    0.10542E+00    0.71948E+00
   -0.17833E+01    0.88130E+04    0.88130E-01    0.80761E+00
   -0.17529E+01    0.70960E+04    0.70960E-01    0.87857E+00
   -0.17224E+01    0.49210E+04    0.49210E-01    0.92778E+00
   -0.16919E+01    0.33080E+04    0.33080E-01    0.96086E+00
   -0.16614E+01    0.19670E+04    0.19670E-01    0.98053E+00
   -0.16310E+01    0.10670E+04    0.10670E-01    0.99120E+00
   -0.16005E+01    0.52100E+03    0.52100E-02    0.99641E+00
   -0.15700E+01    0.22000E+03    0.22000E-02    0.99861E+00
   -0.15395E+01    0.94000E+02    0.94000E-03    0.99955E+00
   -0.15091E+01    0.32000E+02    0.32000E-03    0.99987E+00
   -0.14786E+01    0.90000E+01    0.90000E-04    0.99996E+00
   -0.14481E+01    0.40000E+01    0.40000E-04    0.10000E+01
